request_num,status_code,limit,remaining,reset,period,retry_after,response_time
174,429,1,0,1727415850,1,1,93.25194358825684
175,429,1,0,1727415850,1,1,89.33043479919434
176,429,1,0,1727415850,1,1,114.83287811279297
177,429,1,0,1727415850,1,1,63.26651573181152
178,429,1,0,1727415850,1,1,87.94522285461426
179,429,1,0,1727415850,1,1,61.26594543457031
180,429,1,0,1727415850,1,1,54.65388298034668
181,429,1,0,1727415850,1,1,94.83599662780762
182,429,1,0,1727415850,1,1,84.68008041381836
183,429,1,0,1727415850,1,1,97.46026992797852
184,429,1,0,1727415850,1,1,112.03861236572266
185,429,1,0,1727415850,1,1,96.56548500061035
186,429,1,0,1727415850,1,1,89.38717842102051
187,429,1,0,1727415850,1,1,93.74189376831055
188,429,1,0,1727415850,1,1,98.97851943969727
189,429,1,0,1727415850,1,1,67.15989112854004
190,429,1,0,1727415850,1,1,93.91379356384277
191,200,1,0,1727415851,1,,1260.895013809204
192,429,1,0,1727415850,1,1,91.54653549194336
193,429,1,0,1727415850,1,1,59.146881103515625
194,429,1,0,1727415850,1,1,73.7760066986084
195,429,1,0,1727415850,1,1,85.09349822998047
196,429,1,0,1727415850,1,1,112.579345703125
197,429,1,0,1727415850,1,1,101.27019882202148
198,429,1,0,1727415850,1,1,112.86115646362305
199,429,1,0,1727415850,1,1,87.63909339904785
200,429,1,0,1727415850,1,1,44.41237449645996
